URL_ID,URL,URL_ID_NAME,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,CONTEXT LENGTH,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,how-to-protect-future-data-and-its-privacy-blackcoffer/,46,64,-0.163636362,0.012578616,14.40384615,33.14763231,19.02059139,14.40384615,357,1098,8745,2255,0,6.365401589
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,35,19,0.296296291,0.009734992,12.9137931,44.12698413,22.81631089,12.9137931,278,630,5547,1461,1,7.494522692
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,27,24,0.058823528,0.0097384,10.83544304,33.98791541,17.92934338,10.83544304,225,671,5237,1308,0,6.4826546
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,how-ai-will-change-the-world-blackcoffer/,63,24,0.448275857,0.014234293,14,34.74692202,19.49876881,14,254,735,6112,1535,6,6.73151751
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,future-of-work-how-ai-has-entered-the-workplace/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,ai-tool-alexa-google-assistant-finance-banking-tool-future/,26,0,0.999999962,0.011002962,15.04545455,40.95940959,22.40194566,15.04545455,111,271,2363,629,0,7.221428571
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,79,39,0.338983048,0.019259017,96.33333333,31.79487179,51.25128205,96.33333333,248,778,6127,1572,1,6.551378446
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,all-you-need-to-know-about-online-marketing/,26,0,0.999999962,0.006313745,11.05357143,43.83838384,21.95678211,11.05357143,217,493,4118,1086,0,6.908910891
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,evolution-of-advertising-industry/,14,6,0.39999998,0.005773672,11.92682927,50.25906736,24.87435865,11.92682927,194,385,3464,882,0,7.547314578
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.142857122,0.005223881,16.33333333,43.03797468,23.74852321,16.33333333,68,155,1340,317,0,7
blackassign0049, https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,covid-19-environmental-impact-for-the-future/,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem,Web_Problem
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,67,-0.472527467,0.015768498,15.33928571,34.75177305,20.03642351,15.33928571,245,702,5771,1357,0,6.840169731
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17,15,0.062499998,0.011192725,15.13793103,35.85434174,20.39690911,15.13793103,128,354,2859,703,0,6.677966102
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57,38,0.199999998,0.013368984,10.03603604,36.59378596,18.6519288,10.03603604,318,866,7106,1800,0,6.777525539
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,how-python-became-the-first-choice-for-data-science/,41,3,0.863636344,0.015476609,9.931818182,36.04651163,18.39133192,9.931818182,124,341,2843,708,0,6.930635838
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,3,1,0.499999875,0.00257566,14.41176471,29,17.36470588,14.41176471,58,204,1553,400,0,6.20952381
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,what-is-the-future-of-mobile-apps/,22,9,0.419354825,0.006849315,15.14285714,28.47571189,17.44742761,15.14285714,170,602,4526,1149,0,6.17384106
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,impact-of-ai-in-health-and-medicine/,22,8,0.466666651,0.009956854,18.16666667,40.73033708,23.5588015,18.16666667,145,358,3013,824,0,6.948369565
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,telemedicine-what-patients-like-and-dislike-about-it/,15,8,0.304347813,0.015436242,7.857142857,36.09467456,17.58072697,7.857142857,61,165,1490,373,0,7.476470588
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,how-we-forecast-future-technologies/,5,0,0.9999998,0.006385696,10.09090909,35.86956522,18.38418972,10.09090909,33,91,783,214,0,7.444444444
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,can-robots-tackle-late-life-loneliness/,23,33,-0.178571425,0.019106107,9.267857143,26.32978723,14.23905775,9.267857143,99,369,2931,741,3,5.992555831
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,embedding-care-robots-into-society-socio-technical-considerations/,9,2,0.636363579,0.016442451,11,27.27272727,15.30909091,11,24,84,669,158,0,6.329545455
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,43,23,0.303030298,0.012716763,12.984375,33.64779874,18.6528695,12.984375,214,625,5190,1258,4,6.685670262
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,are-we-any-closer-to-preventing-a-nuclear-holocaust/,10,17,-0.25925925,0.012471132,16.3,40.22988506,22.61195402,16.3,105,260,2165,535,0,6.59566787
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,22,37,-0.254237284,0.015163197,11.43137255,33.1300813,17.82458154,11.43137255,163,480,3891,971,0,6.548902196
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,will-we-ever-understand-the-nature-of-consciousness/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,will-we-ever-colonize-outer-space/,42,22,0.312499995,0.010540184,13.94029851,31.66666667,18.24278607,13.94029851,247,765,6072,1535,0,6.526315789
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,34,25,0.15254237,0.010339993,11.52439024,30.72702332,16.90056543,11.52439024,224,726,5706,1385,2,6.448467967
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,why-does-your-business-need-a-chatbot/,24,7,0.548387079,0.010508475,7.885245902,32.5203252,16.16222844,7.885245902,120,361,2950,744,0,6.486772487
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,how-you-lead-a-project-or-a-team-without-any-technical-expertise/,40,8,0.666666653,0.010673783,11.64615385,31.94192377,17.43523105,11.64615385,176,549,4497,1124,0,6.474956822
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,can-you-be-great-leader-without-technical-expertise/,29,6,0.657142838,0.022123894,15.8125,40,22.325,15.8125,78,198,1582,427,0,6.683417085
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,how-does-artificial-intelligence-affect-the-environment/,41,15,0.464285706,0.008062194,15.02857143,36.29893238,20.53100153,15.02857143,306,859,6946,1827,1,6.743055556
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,how-to-overcome-your-fear-of-making-mistakes/,23,76,-0.53535353,0.026038927,8.189873418,31.63481953,15.92987718,8.189873418,149,457,3802,929,8,6.276341948
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,is-perfection-the-greatest-enemy-of-productivity/,61,22,0.469879512,0.020493827,8.7625,27.2556391,14.40725564,8.7625,145,527,4050,970,0,6.155963303
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,global-financial-crisis-2008-causes-effects-and-its-solution/,22,32,-0.185185182,0.011027159,16.69565217,26.625387,17.32841567,16.69565217,172,652,4897,1106,0,6.292644757
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,gender-diversity-and-equality-in-the-tech-industry/,30,25,0.090909089,0.008756567,11.82926829,37.88487282,19.88565645,11.84146341,283,749,6281,1560,0,6.907284768
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,how-to-overcome-your-fear-of-making-mistakes-2/,23,68,-0.494505489,0.025604952,7.974025974,31.4479638,15.76879591,7.974025974,139,430,3554,868,7,6.243644068
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,how-small-business-can-survive-the-coronavirus-crisis/,40,29,0.159420288,0.011863824,16.66666667,32.26238286,19.57161981,16.66666667,241,735,5816,1374,0,6.592643052
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,impacts-of-covid-19-on-vegetable-vendors/,36,25,0.180327866,0.01116807,21.75,35.20249221,22.78099688,21.75,226,643,5462,1357,0,7.067381317
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.27777777,0.011026034,20.60869565,30.43478261,20.4173913,20.60869565,119,387,3265,803,0,6.946969697
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,impact-of-covid-19-pandemic-on-tourism-aviation-industries/,33,48,-0.185185183,0.011528608,14.91780822,34.80278422,19.88823698,14.91780822,300,860,7026,1711,0,6.657565415
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,impact-of-covid-19-pandemic-on-sports-events-around-the-world/,20,11,0.290322571,0.001964637,14.20207254,24.30493274,15.40280211,14.20207254,542,2134,15779,3345,0,6.161063723
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,37,46,-0.108433734,0.011913306,12.54878049,35.73113208,19.31196503,12.54878049,303,846,6967,1712,5,6.878646441
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,67,-0.410526311,0.013282998,17.21666667,44.62809917,24.73790634,17.21666667,378,846,7152,1779,0,7.156769596
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,human-rights-outlook/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,how-voice-search-makes-your-business-a-successful-business/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,how-the-covid-19-crisis-is-redefining-jobs-and-services/,37,33,0.057142856,0.010964912,8.033333333,42.5,20.21333333,8.033333333,323,748,6384,1557,1,6.947232947
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,how-to-increase-social-media-engagement-for-marketers/,46,14,0.533333324,0.008253095,12.46236559,37.51399776,19.99054534,12.46236559,335,909,7270,1832,0,6.568946797
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,impacts-of-covid-19-on-streets-sides-food-stalls/,28,30,-0.034482758,0.013178823,14.40425532,30.47445255,17.95148315,14.40425532,167,541,4401,1075,1,6.687272727
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,coronavirus-impact-on-energy-markets-2/,15,41,-0.464285706,0.006764919,20.31666667,37.5739645,23.15625247,20.31666667,381,1014,8278,1990,0,6.910509886
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,coronavirus-impact-on-the-hospitality-industry-5/,16,42,-0.448275854,0.014356436,12,33.73493976,18.2939759,12,168,500,4040,992,0,6.75959596
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,35,44,-0.113924049,0.017681289,9.297297297,35.02722323,17.72980821,9.297297297,193,548,4468,1109,0,6.805405405
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,estimating-the-impact-of-covid-19-on-the-world-of-work-2/,21,26,-0.106382976,0.011455033,15.51351351,38.67735471,21.67634729,15.51351351,193,499,4103,1058,1,6.954183267
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,travel-and-tourism-outlook/,4,3,0.142857122,0.011041009,10.7,27.05882353,15.10352941,10.7,23,84,634,154,0,5.952380952
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,gaming-disorder-and-effects-of-gaming-on-health/,32,47,-0.189873415,0.017618198,11.3968254,30.48780488,16.75385211,11.3968254,175,578,4484,1016,0,6.477430556
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,28,55,-0.325301201,0.01676429,14.20833333,41.90800681,22.44653606,14.20833333,246,590,4951,1229,0,7.035175879
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,7,25,-0.562499982,0.011743119,12.91428571,29.85915493,17.10937626,12.91428571,106,348,2725,611,1,6.622291022
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,22,34,-0.21428571,0.015508169,15.42105263,34.06113537,19.7928752,15.42105263,156,450,3611,861,0,6.444444444
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,2,0.428571367,0.003503504,23.75,43.69747899,26.9789916,23.75,104,240,1998,491,0,6.855967078
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,how-covid-19-is-impacting-payment-preferences/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,how-will-covid-19-affect-the-world-of-work-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
